"x","y","c"
26.9261207897216,-16.5884506423026,0
-77.4387674871832,95.1594643760473,0
-98.6500994767994,94.9237138498574,0
22.2411838825792,-5.44767789542675,0
12.8436368890107,-21.4964573271573,0
23.8562556449324,-26.1310780886561,0
-88.5656321886927,88.1167761981487,0
24.7295786626637,-14.0598154161125,0
-79.5103781390935,95.9234371781349,0
-88.8938984367996,89.4544111099094,0
-99.2488342802972,91.3093788083643,0
-90.433090319857,84.2903736513108,0
22.2351072356105,-12.1278702281415,0
35.5541372671723,-4.93011749349535,0
-94.8100718203932,82.3447954840958,0
10.8730892650783,-19.4188839755952,0
-83.074416173622,91.8586065527052,0
-96.3453890755773,84.7488817293197,0
28.1758995261043,-2.93369181454182,0
28.8252331316471,-13.3725659456104,0
31.2446097377688,-6.22082590125501,0
-77.2638615686446,96.0634049959481,0
28.5845356993377,-9.7963681910187,0
3.19837094284594,-3.18934228271246,0
9.55095225945115,-19.419864192605,0
21.1854256223887,-13.7690756469965,0
15.3998078312725,-27.3693674709648,0
-97.4229896906763,79.6180257573724,0
9.75324278697371,-17.5015840213746,0
26.6899634152651,-15.5583940446377,0
-91.6752618271858,83.7391635403037,0
-91.2998055573553,92.8257988765836,0
2.12145000696182,-13.8333175797015,0
28.2684528268874,-12.1243721339852,0
36.8113402742893,-7.18045639805496,0
9.45806885138154,-33.1845146603882,0
-88.394767139107,83.4434734191746,0
21.2988079059869,-2.42099389433861,0
-93.7150546349585,90.8630754798651,0
14.431713335216,-23.9842617884278,0
13.257750030607,-37.2830062173307,0
22.7379909250885,-15.8676758874208,0
-92.2268308699131,84.9169153254479,0
2.95771262608469,-16.0741466097534,0
14.7199769038707,-15.3872350696474,0
36.9418926071376,-4.26805117167532,0
39.8982116952538,-2.77530662715435,0
22.2579375375062,-16.0849027335644,0
-93.2163987774402,83.4737250581384,0
34.5244670286775,-0.00670622102916241,0
6.50733853690326,-24.7182423714548,0
21.447757165879,-15.0501620955765,0
7.82026634551585,-30.0640386994928,0
-97.7794770151377,77.2472561802715,0
2.28958511725068,-17.8012241609395,0
0.376116391271353,-1.56806115992367,0
9.6319617703557,-34.2212121468037,0
-83.4379127249122,99.7558793984354,0
-85.1303008385003,86.0225423239172,0
-80.736186215654,89.3562372308224,0
-88.3514902554452,99.2206473369151,0
-95.3328092116863,96.6187682468444,0
19.0508041065186,-24.3918468244374,0
2.41474416106939,-17.2211222350597,0
-72.3007976077497,99.3791351094842,0
35.3888052050024,-7.20424703322351,0
20.7573669031262,-21.025748597458,0
22.4020662717521,-5.23180882446468,0
19.1413601394743,-3.8018171209842,0
16.1836888641119,-17.429520143196,0
14.6092030685395,-31.2846140004694,0
-92.6597797311842,78.5365904681385,0
-95.0383933726698,97.6761634461582,0
26.9611588679254,-22.5714789703488,0
-75.4241115413606,97.9202979709953,0
6.07696967199445,-23.227826366201,0
6.05955277569592,-34.6478160470724,0
3.21120447479188,-19.5244751870632,0
-79.653502209112,90.3209352865815,0
2.88113672286272,-22.6498669479042,0
29.343434330076,-2.56124269217253,0
12.4708108603954,-20.2719951514155,0
30.4433865472674,-8.55323602445424,0
12.2678399085999,-28.1820363365114,0
4.08355710096657,-21.7377427965403,0
2.82235145568848,-11.2257850822061,0
12.2548474930227,-29.8096852842718,0
-96.1529933381826,79.5564604923129,0
24.1216355003417,-29.742145165801,0
-98.6500511411577,97.16886584647,0
-82.1177336852998,90.1958671864122,0
-95.7679418846965,95.6956447102129,0
-83.2624719943851,88.7536075431854,0
30.1786344032735,-2.49825306236744,0
28.9370173122734,-23.62837549299,0
13.0728405434638,-10.791280400008,0
1.60682825371623,-32.1935032960027,0
-96.5199518483132,77.6232956908643,0
